id,status_group
34936,functional
543,functional
33589,non functional
23820,functional
61626,functional
50398,functional needs repair
54942,functional
31596,functional
1328,functional
34191,non functional
24995,functional
7109,non functional
64974,functional
23449,non functional
70948,functional
52357,non functional
14253,functional
67698,functional
37118,non functional
65294,non functional
30661,functional
54414,non functional
6034,non functional
66803,functional
15578,functional
60362,functional
39693,functional
33294,non functional
47950,functional
18718,functional
42265,non functional
7047,functional
53542,non functional
10256,functional
59454,non functional
39847,non functional
43809,functional
61384,functional
30195,functional
65849,non functional
27460,functional
16868,functional
60291,functional
37490,non functional
34967,functional
684,non functional
42784,functional
55141,non functional
20481,non functional
62159,functional
64502,non functional
19118,functional
25454,functional
43419,functional
72742,functional
6664,non functional
17820,functional
64103,non functional
13252,functional
29305,non functional
4014,non functional
15081,non functional
29478,functional
49285,non functional
46659,functional
63713,functional
31634,functional
4821,functional
24136,functional
45179,functional
31370,functional
52455,functional
5305,non functional
26812,non functional
64781,functional
69214,functional
66991,non functional
12348,functional
15369,functional
5994,non functional
24364,functional
69080,functional
16792,functional
11606,functional
33438,functional
13897,functional
67644,functional needs repair
71224,functional
62880,non functional
47517,non functional
1850,non functional
36557,functional
10573,functional
51939,functional
59150,functional
2904,functional
212,functional
44546,non functional
63861,functional
72174,non functional
23145,non functional
48124,functional
28312,non functional
28027,functional
24657,non functional
909,functional
70410,non functional
59933,functional
56517,functional
268,functional
67432,functional
54829,functional
70402,functional
8922,non functional
19006,non functional
17684,functional
34138,functional
48770,functional
72857,non functional
65254,functional
4316,functional
27038,functional
42860,functional
53117,non functional
14436,functional
9878,functional
40554,functional
21510,functional needs repair
8902,non functional
66073,functional
52303,functional
61901,non functional
16855,non functional
65032,functional
31561,functional
35286,functional
29728,functional
59520,functional
12980,non functional
63392,functional
28834,non functional
15363,functional
17740,functional
17452,non functional
52874,functional
53864,non functional
36480,functional
19646,functional
9234,functional
65687,non functional
35348,functional needs repair
5700,non functional
34157,functional
67214,functional
22756,functional
17345,functional
12271,non functional
49230,functional
13127,functional
30339,functional
43182,functional
45641,non functional
25011,functional
21592,non functional
69476,functional
14459,non functional
2962,non functional
4749,non functional
71211,functional needs repair
33877,non functional
26711,non functional
20870,functional
31439,functional
53571,functional
52639,functional
56900,functional
9735,functional
36769,functional
51169,non functional
73712,non functional
10625,non functional
62909,non functional
13165,functional
16561,non functional
11333,functional
13935,non functional
798,functional
51122,functional
23006,functional
42430,non functional
3075,non functional
28200,functional
17308,functional
52858,non functional
65686,non functional
19885,non functional
25497,functional
3560,non functional
3859,functional
49711,non functional
24545,functional
10156,functional
12408,functional
21059,non functional
61899,non functional
48075,non functional
59022,non functional
72601,functional
73013,functional
71915,functional
39816,functional needs repair
60571,non functional
71413,non functional
20804,functional
23848,functional
10026,functional
65438,non functional
9814,functional
5482,functional
20742,functional
53197,functional
13172,functional
7868,non functional
17530,functional
7473,functional
6037,functional needs repair
29778,functional
73853,functional
62563,non functional
22743,non functional
36452,functional
35646,functional
42263,functional
11152,functional
36411,functional
8281,non functional
24792,non functional
4638,functional
53622,functional
19125,functional
14841,non functional
3752,functional
36140,functional
38820,non functional
27674,functional
66756,functional
13068,functional
32259,functional
8332,non functional
42871,non functional
65177,non functional
17541,functional
29913,functional
1295,non functional
39573,functional
45601,functional
1337,non functional
73181,non functional
55735,non functional
30509,functional
4190,non functional
49857,non functional
53029,functional
46667,non functional
27541,non functional
35391,functional
54431,non functional
61473,functional
51357,non functional
70364,functional
60698,functional
28441,functional
67369,functional
34146,functional
70246,functional
3588,non functional
7811,functional
25268,non functional
61392,functional
26546,functional needs repair
7537,non functional
35777,functional
30610,non functional
63288,functional
46421,functional
40078,functional
28603,functional
45801,non functional
56127,non functional
12612,functional
62892,non functional
34301,functional
47912,functional
36935,functional
59459,non functional
4360,functional
57707,functional
41533,functional
42751,non functional
60634,functional
66166,functional
4164,non functional
50069,non functional
23263,non functional
47981,functional
54174,functional needs repair
47631,functional
7294,functional
53798,non functional
47291,non functional
54797,non functional
65416,functional
26417,functional
32129,functional
14244,functional
42049,functional
60466,non functional
71203,non functional
27954,functional
52463,non functional
71398,non functional
65717,non functional
35814,non functional
31979,functional
61754,functional
12431,functional
47263,functional
46691,functional
24221,functional
9395,functional
50881,functional
5511,functional
53369,functional
24847,functional needs repair
8163,functional
19759,non functional
63047,non functional
23568,functional
187,non functional
40589,non functional
12435,functional
52139,functional
14136,non functional
64610,non functional
25871,functional
52163,non functional
48501,non functional
73620,functional
65553,functional
39152,non functional
45852,functional
31616,functional
32204,functional needs repair
57680,non functional
21431,functional
3903,functional
40430,functional
21515,functional
66667,functional
67826,non functional
72826,functional
10645,functional
5540,non functional
50505,non functional
54495,non functional
25087,functional
51248,functional
22354,functional
40934,functional
51103,functional
10995,functional
1327,functional
52011,functional
17118,functional
45580,functional
31143,functional
62615,non functional
71700,functional
19772,non functional
5910,non functional
42986,functional
7934,functional
25305,functional
71189,functional
45415,functional
22714,functional
34903,functional
46744,functional
42548,non functional
30782,non functional
11245,functional
58800,non functional
37669,non functional
10487,non functional
26967,functional needs repair
60087,functional
57988,non functional
20913,functional
27719,non functional
30506,non functional
63545,non functional
24372,functional
32691,non functional
9139,functional
50129,non functional
12843,functional
6343,non functional
29051,functional
60499,functional
32280,non functional
13641,functional
10109,non functional
44052,non functional
9143,functional
25985,functional
33372,functional
18329,functional
44924,functional
25875,non functional
42282,non functional
58239,non functional
11302,functional
69683,functional
72380,non functional
47269,functional
49504,functional
40774,functional
53763,functional
13569,non functional
46784,non functional
14091,functional
46785,functional
58136,non functional
27776,functional
31588,non functional
32366,functional
44667,non functional
63582,non functional
1226,functional
25665,functional
24077,functional
575,non functional
65622,functional
23473,non functional
39729,functional
46558,functional
52370,functional
64929,functional
15380,functional
1965,functional needs repair
57904,functional
20294,functional
38553,functional
26519,non functional
5986,functional
38587,functional
57498,functional
41065,non functional
34735,functional
42890,functional
63000,functional
31908,functional
26986,functional
54728,non functional
61366,functional
31105,functional
7016,functional
3361,functional
11773,functional
3212,functional
40164,functional
4708,functional
52662,functional
42418,functional
13809,functional
62682,functional
62620,functional
39609,non functional
21030,functional
47131,functional
6804,non functional
15192,functional
7833,non functional
42355,functional
8493,functional
11485,non functional
9627,non functional
14071,functional
16567,functional
15757,non functional
67010,functional
32397,non functional
50121,non functional
69286,functional
60591,non functional
6057,functional
54176,functional
23241,non functional
63021,non functional
38304,functional
59741,functional
63823,functional
23368,non functional
26625,functional
72717,functional
61013,non functional
12515,functional needs repair
55529,functional
31659,non functional
43018,functional
13507,non functional
35805,functional
2552,functional
15283,functional
20434,non functional
41394,functional
49060,non functional
62262,non functional
23057,functional
52884,functional
31253,functional
12366,functional
37371,functional
3441,functional
36867,non functional
22420,non functional
16415,functional
5172,functional
36315,functional
43189,non functional
24581,non functional
40471,functional
18468,non functional
19944,functional
5146,non functional
50008,functional
7890,functional
58661,non functional
9104,non functional
63026,functional
42590,non functional
50870,functional
10036,functional
11180,non functional
36591,non functional
53665,non functional
39486,functional
6657,functional
63685,functional
60858,functional
32716,functional
41500,functional
10682,functional
16750,functional needs repair
148,non functional
60619,functional
55667,functional
5655,non functional
6342,functional
3086,functional
29956,non functional
71329,non functional
29198,non functional
42089,functional
8023,functional
21250,non functional
52173,non functional
21338,functional
37946,non functional
70921,functional
2547,functional
24355,functional
63691,functional
40027,functional needs repair
18988,functional
27861,non functional
62588,non functional
52663,functional
59938,functional
30519,functional
65291,functional
40028,non functional
20656,non functional
41962,non functional
48411,functional
27023,functional
18127,functional
6833,functional
45725,functional
71371,functional
52373,non functional
11877,functional
60241,functional
61681,non functional
49122,functional
12605,functional
5671,functional
39874,functional
61961,non functional
9872,functional
28840,functional
9566,non functional
52501,non functional
43820,non functional
68719,functional
23932,functional
62525,functional
19430,functional
70472,non functional
32883,functional
36582,functional
64130,non functional
2859,functional
38534,non functional
2443,functional
12217,functional
59518,functional
48636,functional
61469,functional
64160,non functional
24285,functional
56883,non functional
1750,functional
15754,functional
23852,functional needs repair
30521,functional
23221,functional
8634,functional
24565,functional
34110,non functional
16997,functional
49373,non functional
60700,functional
35661,non functional
65910,non functional
69437,non functional
30135,functional
15169,functional
69217,non functional
47074,functional
29419,functional needs repair
51407,functional
56315,functional
42287,functional
61134,functional
22478,functional
23307,functional
18531,functional
22935,functional
45746,functional
41306,functional
73644,functional
17872,functional
62874,non functional
14652,non functional
27100,functional
60946,functional
56665,functional
69174,functional
37926,functional
68593,functional
1607,functional
64113,non functional
67130,functional
8171,functional
67345,non functional
7828,non functional
51945,non functional
19031,functional
28020,non functional
63838,functional
21692,functional
16824,non functional
4047,functional needs repair
48929,non functional
56096,functional
17212,non functional
57036,functional
73587,functional
59789,non functional
5856,non functional
20274,functional needs repair
36933,functional
61460,functional
36840,functional
11910,non functional
51281,non functional
29949,functional
16039,functional needs repair
66368,functional
68387,functional
63569,functional
70213,functional needs repair
30251,functional
18447,non functional
31487,non functional
65863,functional
35506,functional
57265,functional
13908,functional
1788,non functional
61877,non functional
39540,non functional
18129,functional
10629,functional
68309,non functional
73641,functional
7647,non functional
7816,functional
9640,non functional
12046,functional
38050,functional
12326,functional
59134,non functional
62823,functional
45012,functional
2038,non functional
42783,non functional
17962,non functional
61449,functional
35161,functional
14425,non functional
73918,functional
15894,non functional
58217,functional
32721,non functional
775,functional
65024,non functional
67750,functional
35993,functional
40131,functional needs repair
65619,functional
32053,non functional
2015,non functional
17805,functional
30818,functional
8338,non functional
16898,non functional
27907,non functional
71794,functional
38528,functional
30550,functional
6649,functional
20200,functional
50062,non functional
964,functional
44959,functional
55147,functional
48527,non functional
30530,functional
10520,functional
45588,non functional
10203,functional
69018,functional
63031,functional
587,non functional
28644,functional
34292,functional
27507,functional
58722,functional
41238,functional
28267,non functional
38862,functional needs repair
57619,non functional
61823,functional
63252,functional
32456,functional
73085,functional
8330,functional
11202,functional
20475,non functional
60203,functional
46536,functional
52793,functional
72394,non functional
41968,functional
69046,functional
25067,functional
70623,functional
40112,non functional
9183,non functional
5149,functional
30784,functional
38402,non functional
56334,functional
1567,functional needs repair
36535,functional
48531,functional
35912,non functional
70855,functional
29957,functional
69369,functional
33979,non functional
33447,non functional
35752,non functional
3540,functional
70703,functional
43539,functional
18742,non functional
69013,non functional
74048,non functional
37075,functional
15104,non functional
62027,non functional
54526,non functional
29571,non functional
13034,non functional
13397,functional
10093,functional
50950,non functional
2818,non functional
55838,functional
5535,functional
27862,non functional
7518,functional
8399,functional
787,functional
70482,non functional
19870,functional needs repair
15692,non functional
17534,non functional
20305,functional
40096,functional
27068,non functional
18589,functional
35772,functional needs repair
18334,non functional
33551,functional
70154,functional
32034,functional
10137,non functional
59522,non functional
62503,non functional
58555,functional
63072,functional
905,functional
36530,functional
31036,non functional
51473,functional
64677,functional
7391,non functional
67098,non functional
49081,non functional
14165,functional
2463,non functional
20538,functional
65186,non functional
32258,functional
69313,functional
41952,functional
18791,non functional
391,functional
17537,non functional
69101,functional needs repair
42269,non functional
4659,functional
40261,non functional
21264,functional
37777,functional
19864,non functional
7683,functional
62196,functional
61159,non functional
52602,functional
44863,functional
5162,functional
26626,functional
50022,non functional
34052,non functional
10758,functional
4108,functional
4501,functional
69929,functional
38792,functional
43592,functional
26475,non functional
36498,non functional
11363,functional
70614,non functional
56982,non functional
30206,functional
28239,functional
58806,functional
35582,functional
45444,non functional
73055,non functional
18749,functional
19057,functional
40300,non functional
3834,non functional
7309,functional needs repair
3300,functional
9894,non functional
28582,functional
49032,non functional
55760,non functional
39651,functional
9895,functional
72854,functional
2287,functional
37709,non functional
2595,functional
44584,functional
22372,non functional
74041,functional
67512,non functional
21569,functional
40703,functional
28978,non functional
63246,functional
68393,functional
47043,functional
60259,functional
2466,non functional
36322,functional
7334,functional
19642,functional
7297,non functional
31399,functional
32349,functional
72348,functional
55397,non functional
64915,non functional
5635,functional
25783,non functional
41473,non functional
31576,non functional
12085,functional
7945,functional
11211,functional
34872,functional
42181,functional
35180,functional
43576,functional
17679,functional
47011,functional
28655,functional
37481,functional
14402,functional
55202,functional
39103,functional
30100,functional
36296,non functional
664,non functional
45909,non functional
5808,functional
17014,functional
71509,functional
57660,functional
35493,functional
71292,non functional
5148,functional
58887,functional needs repair
24553,functional
18823,functional
46757,non functional
1094,functional
614,non functional
12755,functional
65806,non functional
24864,functional
37218,non functional
56899,non functional
23062,non functional
33175,functional
65890,functional
51680,functional
12501,functional
48781,functional
771,non functional
65961,functional
38031,functional
50703,functional
267,functional
36866,functional
54005,functional
70806,functional
38018,functional
9318,functional
19932,functional
31641,non functional
60863,functional
30502,functional
33296,functional
52067,non functional
16708,functional
67610,functional
33287,functional
16757,non functional
4578,functional
70927,non functional
56676,functional
68141,functional needs repair
45606,functional
59902,functional
73830,non functional
13652,non functional
26212,functional needs repair
72807,functional
57664,functional
48920,functional
29868,functional
61569,functional
70644,functional
58399,functional
63881,functional
2061,non functional
171,functional
44637,non functional
22725,non functional
48510,functional
23714,non functional
32297,functional
3601,functional
23612,non functional
3706,functional
53279,functional
67317,functional
63908,functional
54821,non functional
54307,functional
69032,non functional
4221,non functional
16114,functional
16416,functional
30375,functional
15674,functional needs repair
87,non functional
2056,functional
26239,non functional
26373,functional
45150,functional
19996,non functional
18668,functional
15300,non functional
63412,non functional
25174,functional
3201,functional
9344,non functional
31603,functional
61680,functional
11831,functional
52822,functional needs repair
15166,functional
54362,functional
45814,non functional
31117,functional
1460,non functional
28626,functional
50331,functional
41334,non functional
60659,functional
34859,non functional
57438,functional
68805,non functional
14691,functional
51216,functional needs repair
63639,non functional
16301,functional
44678,functional
19609,non functional
69386,functional
57631,non functional
33576,non functional
3529,functional
16606,functional
50626,functional needs repair
67107,non functional
52788,functional
44537,functional
69269,non functional
279,functional
67196,functional
38800,non functional
66563,functional
9220,functional
59713,functional
50543,functional
48094,non functional
43321,non functional
2669,non functional
52070,non functional
9302,non functional
17819,functional
42994,functional
292,functional
67279,non functional
32223,functional needs repair
16358,non functional
20591,functional
62986,non functional
15627,functional
10784,functional
52799,functional
38221,non functional
67149,functional
19372,functional
6784,functional
63560,functional
26219,non functional
21078,non functional
47854,functional
48820,functional
69255,functional
49826,functional
24109,non functional
49682,non functional
33822,functional
34521,functional
64952,functional
41215,non functional
6981,functional
40856,non functional
37689,non functional
7646,functional
45936,functional
41288,functional
49426,functional
65978,functional
44953,functional
1342,non functional
41330,non functional
15451,functional
69503,functional
62882,non functional
32971,functional
36217,functional
33259,functional
71318,non functional
57864,functional
52640,non functional
11050,functional
37963,non functional
72593,functional
20220,functional
70313,non functional
31905,functional
59232,functional
55445,functional
15461,functional
38485,non functional
60371,non functional
26946,functional
31509,functional
64079,functional
53671,functional
21064,functional
30946,non functional
32977,functional
21902,non functional
56546,non functional
25646,non functional
53956,functional
44214,non functional
57319,non functional
53731,non functional
27470,functional
30096,functional
21072,non functional
69615,functional
33911,non functional
61639,non functional
29484,functional
225,non functional
52451,functional
19893,non functional
55416,functional
32931,functional
13832,functional
10583,non functional
16811,functional
59064,functional
5780,non functional
57378,non functional
69981,functional
35083,non functional
35360,functional
3292,functional
36259,functional
53333,functional
44304,functional
6163,functional
1393,functional
3930,non functional
53984,non functional
43833,functional
74176,functional
70476,functional
28037,functional
14847,non functional
53422,functional
46064,functional
26694,functional needs repair
39063,functional
47160,functional
7831,non functional
1655,functional
42101,functional
73732,non functional
2921,functional
66281,functional
1940,functional
42592,non functional
59542,functional
46255,functional
62479,functional
55513,functional
13388,functional
26241,functional
41922,functional
28680,functional
72956,functional
8241,functional
64369,functional
35147,functional
70698,functional
67675,functional
1115,functional
19265,non functional
3226,functional
20263,non functional
44740,functional
27597,non functional
1264,functional
57927,non functional
18717,functional
18557,functional
24417,functional
28213,non functional
58159,non functional
3743,non functional
8832,functional
2890,functional
16586,functional
47304,non functional
70350,non functional
3983,functional
21492,functional
17619,functional
39549,functional
46028,functional
33186,non functional
58307,functional
52605,non functional
21499,functional needs repair
40697,functional
71271,non functional
15199,non functional
62369,functional
13001,non functional
57747,functional
62004,non functional
37349,functional
33021,non functional
17941,functional
59551,functional
26290,functional
54994,functional
50879,functional
28659,functional
4363,non functional
41226,non functional
19862,functional
67280,functional
2421,functional
47600,non functional
23230,functional
45446,non functional
32137,non functional
12656,non functional
21328,functional
51046,functional
13169,functional
68623,functional
54787,non functional
64348,non functional
17135,functional needs repair
39167,functional
25198,functional
52900,non functional
7749,non functional
60692,non functional
8662,non functional
57774,functional needs repair
48894,non functional
58966,functional
73899,functional
55934,non functional
37679,functional
30478,non functional
1996,functional
2411,non functional
61121,functional
61969,non functional
53132,functional
51231,non functional
64995,functional
13827,functional
3687,functional
64983,non functional
38880,functional
36798,functional
32457,non functional
5476,functional
28625,functional
5152,non functional
25838,functional
70981,functional
65750,functional
64720,non functional
25469,non functional
826,functional
70799,functional
22224,functional
29130,functional
59622,functional
66685,non functional
42157,non functional
38614,non functional
62721,functional
53746,functional
55425,non functional
69939,non functional
70791,functional
13280,functional
13682,functional
13002,functional
2567,functional
45977,functional
51549,functional
67866,non functional
24199,non functional
48992,functional
3255,functional
45610,non functional
46289,non functional
22730,non functional
46830,functional
58003,non functional
38909,functional
72002,non functional
22978,functional
22695,functional
74121,functional
29338,functional
20874,non functional
46823,functional
36785,functional
26034,functional
47706,functional
72481,functional
42123,functional
58883,functional
8111,non functional
63648,functional
4701,functional
70014,non functional
66257,functional
15718,non functional
22671,non functional
8865,functional
63869,non functional
42257,functional
33006,functional
67414,non functional
35809,non functional
33426,functional
55161,functional
8817,functional needs repair
50798,functional
4096,non functional
20395,non functional
6548,functional needs repair
28378,functional needs repair
58530,non functional
17371,non functional
18027,functional
45246,functional
27725,functional
48015,functional
66559,functional
4781,functional
70456,functional
3893,functional
41558,non functional
45391,non functional
465,functional
8734,functional
71350,functional
68660,non functional
43050,non functional
55853,functional
11559,functional
23507,functional
70331,non functional
43259,non functional
6613,non functional
43623,functional
17800,functional needs repair
61143,non functional
30566,functional needs repair
43262,functional
26517,functional
28599,functional
65156,functional
55122,functional
67562,functional
62133,functional
55078,functional
19579,functional
53998,non functional
55876,functional
56651,non functional
7826,functional
4968,non functional
7238,non functional
66190,functional
46376,functional
55590,functional
10134,non functional
12420,non functional
46424,functional
3349,functional
19086,functional
22772,functional
16852,functional
4993,non functional
58354,functional
24791,non functional
6908,functional
66395,non functional
5646,functional
50955,functional
50930,non functional
5356,non functional
67409,non functional
57241,functional
28392,functional
4035,functional
67263,functional
71946,functional
66754,non functional
25205,functional
747,functional
61595,non functional
62091,functional
58182,functional
36487,non functional
59254,non functional
3639,functional
68771,non functional
21354,non functional
430,non functional
69023,functional needs repair
38905,functional
21279,functional
55281,functional needs repair
20811,functional
38759,functional needs repair
28430,functional
54729,non functional
45046,functional
70387,functional
1448,functional
34106,functional
65227,functional
32513,functional
51017,functional
60062,functional
36691,functional
30704,non functional
6891,functional
30927,non functional
7368,functional
46807,functional
8196,non functional
34020,non functional
24227,functional
13246,non functional
36194,non functional
10291,non functional
13977,functional
13204,functional
35939,non functional
8427,functional
49306,functional
13599,non functional
3146,functional
48040,non functional
45230,functional needs repair
69840,functional
8295,non functional
58730,functional
33785,functional
13240,non functional
60587,non functional
16795,functional
26618,functional
26345,functional
40103,functional
2799,non functional
34107,non functional
62916,functional
36873,functional
40921,functional
41148,functional
22023,functional
10571,non functional
45399,functional
41216,functional
68674,non functional
41767,non functional
25643,functional
59014,non functional
4308,functional
57669,non functional
69166,non functional
63296,functional
39016,non functional
6855,non functional
13620,functional
59082,functional
56682,functional
23146,non functional
4806,functional
45520,functional
32829,functional
50481,non functional
6534,functional
25664,functional
35120,non functional
71466,functional needs repair
19869,non functional
41392,functional
21231,functional
44397,functional
46526,functional
19093,functional
23153,functional
43198,non functional
23055,functional
6758,functional
32920,non functional
71699,functional
18063,functional
2060,functional
43823,functional
19311,non functional
58010,functional
52881,functional
3153,functional
14849,non functional
45794,functional
24067,non functional
36491,functional
69480,functional
55088,functional
51061,functional
23920,non functional
52691,non functional
7168,functional
61897,functional
11791,non functional
17887,functional
36072,non functional
22894,non functional
5669,functional
71402,functional
56006,non functional
14271,functional
5010,non functional
5419,functional
67192,non functional
57783,functional needs repair
68260,functional
32668,functional
54277,functional
43733,functional
60214,functional
36054,functional
69814,non functional
40880,non functional
55059,functional
66050,non functional
18407,functional
32618,functional
68320,non functional
12715,functional
45151,functional
30315,functional
14320,non functional
60902,non functional
6499,functional
2120,non functional
51110,functional
38122,non functional
68444,functional
23583,non functional
50012,functional
61097,non functional
66628,non functional
55623,non functional
44325,functional needs repair
33254,functional
69268,functional
71220,functional
71181,non functional
36454,non functional
72043,functional
53959,non functional
44592,non functional
64523,functional
20806,functional
37255,non functional
41542,non functional
3037,functional
8761,functional
32957,non functional
20210,functional
40779,functional
48350,non functional
26914,non functional
9311,functional
64367,non functional
31921,non functional
4044,functional
66960,functional
62157,non functional
58205,non functional
26925,functional
68990,functional
54832,functional
63719,functional
43948,non functional
55949,functional
52320,non functional
51674,functional
19062,functional
38852,functional
14289,functional
39872,non functional
44849,non functional
4034,non functional
4923,functional
44078,functional
17948,functional
34884,functional
72695,functional
56737,functional
62638,functional
43935,functional
26402,functional
46097,non functional
4089,functional
45146,functional
32480,functional
32766,non functional
8425,non functional
57500,functional
55346,functional
5111,functional
1025,functional
12677,functional
61092,non functional
10164,functional
58745,functional
22218,non functional
4377,non functional
48921,non functional
6352,functional
70559,non functional
46430,functional
15279,non functional
34253,functional
2719,non functional
64663,functional
45346,non functional
1880,functional
45188,functional
17053,functional
70125,functional
18201,functional
13601,functional
60185,non functional
61439,non functional
67511,functional
57595,functional
21270,non functional
51331,functional
44180,functional
22519,non functional
51668,functional
4067,non functional
41804,non functional
14814,functional
13748,functional
58483,functional
1068,functional
18491,functional
25412,functional
49056,functional
2822,non functional
1728,functional
66719,functional
73862,non functional
3471,functional
11713,non functional
36235,non functional
5081,non functional
30693,functional
36437,functional
55844,functional
60430,functional
60213,non functional
21416,functional
68520,functional
69882,non functional
10849,functional
68981,functional
5894,functional
8959,functional
18872,functional
9337,non functional
33739,functional
20281,functional
51686,non functional
64204,non functional
14672,functional
41316,functional
52438,functional
33768,non functional
8349,functional
69557,non functional
33980,functional
70070,functional
45740,non functional
18837,non functional
14952,non functional
23979,functional
22637,functional
3744,non functional
62097,functional
31141,non functional
70662,non functional
14938,functional
56124,non functional
16526,functional
50077,functional
10206,functional
67181,functional
37544,non functional
15229,functional
18,functional
41623,functional
20981,functional
7348,non functional
64086,non functional
38760,non functional
2245,non functional
37487,functional
20782,functional
969,functional
7756,functional
29206,functional
25109,functional
61866,functional
23916,non functional
54077,functional
12128,non functional
34839,non functional
4864,non functional
49952,functional needs repair
40801,functional
2475,functional
58967,functional
48316,functional
10906,functional
32083,functional
6615,functional
39852,functional
31988,non functional
16138,functional
42070,non functional
57965,non functional
72104,non functional
10937,non functional
10247,non functional
14753,non functional
65199,functional
8347,functional
14207,functional needs repair
18842,non functional
31645,functional
13590,functional
38810,functional
2802,functional
34683,functional
10916,non functional
70699,functional
68773,non functional
9257,non functional
35949,functional
14150,functional
57061,functional
39043,functional
14796,functional
9746,functional needs repair
63453,functional needs repair
34385,functional
66131,non functional
23981,functional
6896,non functional
33991,non functional
48955,non functional
43646,functional
38404,functional
27636,functional
7249,non functional
49377,non functional
45882,functional
62912,functional
25480,non functional
47535,functional
24096,functional
72354,functional
29464,non functional
1908,functional needs repair
48453,functional
43633,functional needs repair
43399,non functional
68368,functional
26704,non functional
748,functional
27865,functional
21140,non functional
33686,functional
15195,non functional
61728,functional
35071,non functional
31455,functional
20130,functional
18444,functional needs repair
1855,functional
69890,functional
35017,functional
42014,functional
47934,non functional
16095,functional
61260,functional
41776,non functional
47942,non functional
38207,functional
8116,functional
20827,functional
40234,functional
69209,functional
60235,non functional
62596,functional
61313,non functional
43130,non functional
25253,non functional
35855,functional needs repair
34056,functional
73872,functional
16207,functional
28942,functional
50284,functional
39218,non functional
9114,functional
45291,functional
73165,non functional
38082,functional
41019,functional
57813,functional
29339,functional
56429,functional
69607,functional
63100,functional
50309,functional
55871,non functional
15949,non functional
9496,functional needs repair
66609,non functional
50574,functional
53436,functional
6849,functional
11641,functional
24624,functional
68452,non functional
18019,functional
44871,functional
13602,functional needs repair
36155,functional
26633,non functional
4385,functional
41308,non functional
17547,functional
29469,functional
42441,functional
73268,functional needs repair
58454,non functional
15676,non functional
9252,non functional
70132,functional
15304,functional
69492,functional
12307,functional
57322,functional
58783,non functional
44524,non functional
17589,non functional
27730,functional
63669,functional
39841,functional
11352,functional
17717,functional
9347,non functional
2355,functional
62175,functional needs repair
38471,functional
40719,functional
21947,non functional
31496,functional
14990,non functional
72933,non functional
63374,functional
73210,non functional
58793,non functional
35828,non functional
46913,functional
11598,functional
3197,functional
62289,functional
57700,non functional
32569,non functional
37460,functional
40702,functional
4249,non functional
43390,non functional
16491,non functional
22047,non functional
31686,functional needs repair
42659,non functional
57297,non functional
30312,functional
71959,functional needs repair
28721,functional
55052,functional
65649,non functional
40728,non functional
36702,functional
62660,functional
64280,non functional
59250,functional
41525,functional
44605,non functional
12449,functional
31556,non functional
20348,non functional
34593,non functional
68276,functional
58927,functional
73826,functional needs repair
10141,functional
51857,functional
52976,functional
38902,functional
49622,non functional
7096,non functional
31871,non functional
46651,functional
43205,functional
70762,functional
73999,functional
52473,functional
10440,functional
73436,functional
59099,functional
48003,functional
28116,functional
19710,non functional
45389,non functional
65887,functional
13016,functional
64455,functional
22605,functional
26321,functional
60178,functional
34352,functional
31269,non functional
20399,non functional
64763,functional
42985,non functional
71863,functional
32310,non functional
34852,non functional
22271,functional
15092,non functional
16667,functional
57788,functional
23361,functional
65906,functional needs repair
19287,non functional
10085,functional needs repair
23960,functional
39955,functional
31808,functional
51919,functional
434,functional
13679,functional
44273,functional
34870,functional
53585,functional
72645,non functional
49271,functional needs repair
26877,functional
32333,functional
72437,functional
55165,functional
55387,functional
1476,non functional
40511,functional
18572,non functional
18859,non functional
17137,functional
57109,functional
69025,functional
39205,functional needs repair
28085,non functional
3256,functional
34399,non functional
57566,functional
58782,functional
53038,non functional
12277,non functional
12397,functional
21539,functional
68679,functional
33977,non functional
52921,non functional
64911,functional
42690,non functional
44689,functional
29563,non functional
55320,functional
65981,non functional
27162,functional
65904,functional
7972,functional
1972,functional
28171,functional
3447,non functional
12770,non functional
23870,functional
42118,functional
59204,non functional
55094,non functional
46619,functional
69865,non functional
64193,non functional
1136,functional
40694,functional needs repair
64200,functional
53528,functional
29476,non functional
47194,functional
65320,functional
52997,non functional
9552,functional
68029,functional
28802,functional
46389,non functional
33123,functional
37631,non functional
16678,functional
39124,functional
21351,non functional
19894,functional
18975,functional
67943,functional
7587,functional
36683,functional
17657,non functional
46511,functional
23270,non functional
33550,functional
43175,functional
44088,functional
69298,functional
4606,functional
55035,functional
19950,functional
69227,functional
66580,functional
13567,non functional
533,functional
1179,functional
62011,functional
41630,functional
74233,non functional
13810,functional
51951,non functional
11071,functional
7722,non functional
57379,functional
42609,non functional
8982,functional
15604,functional
3237,non functional
1045,non functional
10659,functional
6118,functional
19258,functional
11539,functional
46497,non functional
2872,functional
14484,functional
15345,non functional
66380,functional
23291,functional
7456,functional
53916,non functional
36237,non functional
56829,non functional
43246,functional
52411,functional
71549,functional
52912,functional
20405,functional
59158,functional
58395,non functional
39690,functional
60562,functional
3586,functional
6924,functional
24339,non functional
9226,functional
46873,functional
57028,functional
3069,functional
23388,non functional
33319,functional
59247,non functional
38563,non functional
36033,functional
55462,non functional
45369,non functional
61683,functional
2969,functional
43683,functional
3203,non functional
35392,functional
9030,non functional
6785,functional
4892,non functional
8688,functional
30249,functional needs repair
58558,functional
17384,non functional
53372,functional
40010,non functional
27515,non functional
